City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,bredasdorp,-34.5322,20.0403,18.3,95,73,2.86,ZA,1707790865
279,paita,-5.0892,-81.1144,24.95,86,84,5.44,PE,1707790865
280,sherbakul',54.6316,72.3963,-20.91,98,80,3.2,RU,1707790865
281,kangasniemi,61.9936,26.6479,-16.99,96,50,3.57,FI,1707790865
282,south grafton,-29.7,152.95,29.15,42,39,3.44,AU,1707790865
283,bardai,11.65,7.2333,21.9,11,0,3.87,NG,1707790866
284,changping,40.2186,116.2197,5.8,39,0,1.7,CN,1707790781
285,dauphin,51.1494,-100.0502,-3.92,86,100,2.57,CA,1707790866
286,kletnya,53.3897,33.2171,1.13,100,100,2.45,RU,1707790866
287,hasaki,35.7333,140.8333,13.22,48,0,9.59,JP,1707790866
288,zhalantun,48.0,122.7167,-1.55,71,10,8.47,CN,1707790866
289,gunnedah,-30.9833,150.25,30.48,39,8,3.09,AU,1707790866
290,falkenberg,56.9055,12.4912,1.25,96,100,4.77,SE,1707790866
291,constantia,44.1833,28.65,5.38,86,100,3.68,RO,1707790866
292,mount gambier,-37.8333,140.7667,25.81,37,29,4.83,AU,1707790866
293,drogheda,53.7189,-6.3478,7.26,92,40,5.59,IE,1707790866
294,lerwick,60.1545,-1.1494,5.0,84,100,6.34,GB,1707790866
295,jucas,-6.5253,-39.5275,27.16,60,97,2.65,BR,1707790866
296,mil'kovo,55.6078,37.7956,-2.54,96,100,3.16,RU,1707790866
297,afaahiti,-17.75,-149.2833,26.93,90,100,13.28,PF,1707790866
298,vilyuchinsk,52.9306,158.4028,-10.85,69,4,2.2,RU,1707790867
299,tanjungtiram,4.0613,98.3699,27.64,72,8,2.41,ID,1707790867
300,novyy urengoy,66.0833,76.6333,-36.32,97,6,2.55,RU,1707790867
301,rakvere,59.3464,26.3558,-6.05,86,99,6.23,EE,1707790867
302,chulakkurgan,43.765,69.1814,-1.97,90,16,1.63,KZ,1707790867
303,dolores,-36.3132,-57.6792,13.8,65,2,5.49,AR,1707790867
304,copala,16.65,-98.9833,23.23,82,0,0.56,MX,1707790867
305,bryne,58.7354,5.6477,3.32,83,75,8.23,NO,1707790867
306,ellsworth,44.5434,-68.4195,2.14,83,100,0.0,US,1707790867
307,general acha,-37.377,-64.6043,16.4,34,0,4.37,AR,1707790867
308,kandukur,15.2167,79.9167,22.96,77,51,0.82,IN,1707790867
309,ta`u,-14.2336,-169.5144,28.7,79,85,7.4,AS,1707790867
310,ndele,8.4109,20.6473,24.87,20,22,1.59,CF,1707790867
311,ropar,30.9664,76.5331,13.17,58,99,1.18,IN,1707790868
312,ust-nera,64.5667,143.2,-34.94,95,96,0.91,RU,1707790868
313,smithers,54.7804,-127.1743,-4.82,93,20,2.06,CA,1707790868
314,chepo,9.1667,-79.1,27.21,91,100,2.29,PA,1707790868
315,gemena,3.25,19.7667,24.87,48,18,0.15,CD,1707790868
316,dakhla,23.6848,-15.958,19.39,81,86,4.41,EH,1707790868
317,arraial do cabo,-22.9661,-42.0278,23.69,90,91,2.42,BR,1707790868
318,hrubieszow,50.805,23.8925,5.7,90,97,2.75,PL,1707790868
319,wynyard,-41.0,145.7167,21.04,60,55,2.84,AU,1707790868
320,hamilton,39.1834,-84.5333,7.22,63,0,4.12,US,1707790796
321,saint john's,47.5649,-52.7093,0.93,93,75,5.66,CA,1707790844
322,porto murtinho,-21.6989,-57.8825,26.73,76,57,4.08,BR,1707790868
323,coari,-4.085,-63.1414,24.1,96,100,1.55,BR,1707790868
324,kattivakkam,13.2167,80.3167,25.06,66,45,2.45,IN,1707790868
325,black point,-34.6187,137.8972,25.58,48,7,7.52,AU,1707790869
326,vikulovo,56.8167,70.6107,-18.57,98,100,3.15,RU,1707790869
327,humberto de campos,-2.5983,-43.4611,24.93,91,97,2.04,BR,1707790757
328,rundu,-17.9333,19.7667,20.75,69,54,0.91,NA,1707790869
329,sidareja,-7.4846,108.7923,29.45,75,16,0.2,ID,1707790869
330,usinsk,65.9939,57.5281,-29.4,98,8,1.79,RU,1707790869
331,kosh-agach,50.0,88.6667,-29.27,82,29,0.45,RU,1707790869
332,chonchi,-42.6128,-73.8092,11.84,76,60,1.23,CL,1707790869
333,port lincoln,-34.7333,135.8667,21.28,65,5,8.3,AU,1707790772
334,ziro,27.6333,93.8333,4.41,65,100,0.88,IN,1707790869
335,ad dabbah,18.05,30.95,19.01,15,0,3.44,SD,1707790869
336,barah,13.7,30.3667,20.24,14,12,4.22,SD,1707790869
337,plesetsk,62.708,40.2916,-23.53,100,86,2.0,RU,1707790869
338,carnarvon,-24.8667,113.6333,31.54,48,0,5.59,AU,1707790869
339,jiazi,22.8779,116.067,18.33,63,74,3.33,CN,1707790870
340,puerto deseado,-47.7503,-65.8938,11.65,59,25,4.48,AR,1707790870
341,bikenibeu village,1.3673,173.1241,30.98,79,75,2.57,KI,1707790870
342,covington,39.0837,-84.5086,7.49,63,0,4.12,US,1707790870
343,vernon,50.2581,-119.2691,1.24,91,22,1.03,CA,1707790694
344,tual,-5.6667,132.75,28.32,80,100,5.36,ID,1707790870
345,karlshamn,56.1706,14.8619,0.51,97,100,3.84,SE,1707790870
346,ko pha ngan,9.7578,100.0291,26.38,67,3,4.94,TH,1707790870
347,talcahuano,-36.7167,-73.1167,15.82,72,0,3.09,CL,1707790870
348,geraldton,-28.7667,114.6,30.23,32,0,6.69,AU,1707790870
349,muisne,0.6,-80.0333,25.96,91,100,2.6,EC,1707790870
350,lensk,60.7253,114.9278,-26.87,90,100,1.8,RU,1707790870
351,kayangel,8.0823,134.7173,27.19,79,41,10.94,PW,1707790870
352,puerto aysen,-45.4,-72.7,12.01,76,100,1.18,CL,1707790870
353,la passe,45.5549,-0.8967,6.1,92,100,3.31,FR,1707790870
354,gizo,-8.103,156.8419,28.91,73,13,5.95,SB,1707790870
355,kapa'a,22.0752,-159.319,26.18,65,0,5.14,US,1707790871
356,la sarre,48.8002,-79.1996,-11.12,95,100,2.18,CA,1707790826
357,kottapalli,18.4833,79.1,18.86,79,46,3.95,IN,1707790871
358,malango,-2.9627,119.9001,23.58,95,100,0.82,ID,1707790871
359,verkhniy rohachyk,47.2505,34.338,8.13,79,100,3.85,UA,1707790871
360,freeport,40.6576,-73.5832,6.25,70,75,3.6,US,1707790871
361,caleta olivia,-46.4393,-67.5281,14.92,48,60,3.47,AR,1707790871
362,hirara,24.8,125.2833,22.15,60,75,6.69,JP,1707790871
363,lukolela,-1.0605,17.1821,23.05,92,59,2.07,CD,1707790871
364,pudozh,61.8099,36.5345,-26.14,99,22,1.79,RU,1707790871
365,mayya,61.7333,130.2811,-33.38,95,95,3.25,RU,1707790871
366,erandol,20.9167,75.3333,20.61,34,100,2.8,IN,1707790872
367,buchanan,5.8808,-10.0467,27.1,87,14,2.89,LR,1707790872
368,catabola,-12.15,17.2833,18.59,87,100,1.36,AO,1707790872
369,dizangue,3.7667,9.9833,27.64,94,22,0.67,CM,1707790872
370,fada,9.5667,8.3,22.83,15,0,3.14,NG,1707790872
371,kingston,17.997,-76.7936,27.53,81,20,7.72,JM,1707790872
372,makueni boma,-1.8041,37.6203,18.52,80,100,0.47,KE,1707790872
373,pisco,-13.7,-76.2167,24.03,78,0,7.72,PE,1707790872
374,kirakira,-10.4544,161.9205,30.28,63,26,5.16,SB,1707790872
375,garoowe,8.4054,48.4845,20.84,80,29,4.5,SO,1707790872
376,aljezur,37.3191,-8.8033,17.29,97,100,2.52,PT,1707790872
377,guayaramerin,-10.8368,-65.3614,23.15,99,98,0.96,BO,1707790872
378,conception bay south,47.4999,-52.9981,0.8,94,100,3.49,CA,1707790872
379,pogar,52.554,33.2591,1.37,100,100,2.31,RU,1707790873
380,juan de ayolas,-27.4,-56.9,26.26,76,69,2.91,PY,1707790873
381,kamiichi,36.7,137.3667,13.83,32,0,5.14,JP,1707790873
382,reggane,26.7158,0.1714,21.31,27,0,3.2,DZ,1707790873
383,cabo san lucas,22.8909,-109.9124,20.28,70,0,3.09,MX,1707790732
384,muravlenko,63.7898,74.523,-36.81,100,47,2.89,RU,1707790873
385,guozhen,34.3659,107.359,11.3,52,0,0.48,CN,1707790873
386,gamba,-2.65,10.0,26.56,88,100,1.99,GA,1707790873
387,suklayin,15.7574,121.5503,26.79,59,39,1.74,PH,1707790873
388,mount isa,-20.7333,139.5,32.87,52,40,3.09,AU,1707790873
389,badger,64.8,-147.5333,-5.01,87,75,0.0,US,1707790873
390,impfondo,1.6381,18.0667,26.75,50,78,0.39,CG,1707790873
391,sulak,43.2734,47.5146,6.9,87,100,4.53,RU,1707790760
392,al bawiti,28.3492,28.8659,15.26,19,61,4.89,EG,1707790873
393,tsiombe,-25.3,45.4833,23.24,93,96,3.94,MG,1707790874
394,adam,22.3756,57.5233,19.37,83,23,0.59,OM,1707790874
395,sur,22.5667,59.5289,21.53,83,97,2.03,OM,1707790874
396,pedra azul,-16.0053,-41.2972,19.33,97,3,1.17,BR,1707790874
397,mutuali,-14.8706,37.0044,20.19,97,100,1.3,MZ,1707790643
398,luanda,-8.8368,13.2343,28.0,83,40,1.54,AO,1707790874
399,cafayate,-26.073,-65.9761,19.98,97,100,3.68,AR,1707790874
400,twon-brass,4.3151,6.2418,27.85,88,0,5.79,NG,1707790874
401,eyl,7.9803,49.8164,24.44,83,17,3.71,SO,1707790874
402,mundo novo,-11.8589,-40.4725,21.58,92,100,3.32,BR,1707790874
403,plottier,-38.9667,-68.2333,18.95,39,0,2.06,AR,1707790874
404,port mathurin,-19.6833,63.4167,27.49,83,13,9.06,MU,1707790874
405,altay,47.8667,88.1167,-20.75,68,3,3.09,CN,1707790874
406,puerto santa,-8.9906,-78.6456,23.95,85,20,3.67,PE,1707790874
407,uturoa,-16.7333,-151.4333,27.07,89,100,11.5,PF,1707790875
408,eenhana,-17.4667,16.3333,20.43,89,100,1.49,NA,1707790875
409,dongsheng,39.8161,109.9776,0.01,37,19,2.84,CN,1707790875
410,launceston,-41.45,147.1667,28.8,42,40,10.8,AU,1707790875
411,ancud,-41.8697,-73.8203,10.79,72,37,1.95,CL,1707790669
412,manay,7.215,126.5397,27.05,78,87,5.9,PH,1707790875
413,lianjiang,21.6467,110.2817,21.69,62,0,6.94,CN,1707790875
414,zagora,30.3484,-5.8365,17.4,30,5,1.11,MA,1707790875
415,pajapan,18.25,-94.7,20.09,85,100,3.84,MX,1707790875
416,gaigeturi,33.4644,126.3183,15.03,51,0,3.09,KR,1707790875
417,zapolyarnyy,69.4154,30.8136,-17.4,99,47,3.5,RU,1707790875
418,neryungri,56.6709,124.6491,-16.9,83,50,3.49,RU,1707790875
419,kenora,49.8167,-94.4337,-7.46,93,100,1.03,CA,1707790875
420,kruisfontein,-34.0033,24.7314,18.3,81,8,4.0,ZA,1707790875
421,charters towers,-20.1,146.2667,31.9,43,3,3.12,AU,1707790876
422,madang,-5.2246,145.7966,30.59,64,77,2.47,PG,1707790876
423,al quwayrah,29.8004,35.3116,11.0,29,97,1.48,JO,1707790876
424,metlili chaamba,32.2667,3.6333,17.52,55,0,6.17,DZ,1707790876
425,kelibia,36.8476,11.0939,13.14,94,40,1.54,TN,1707790876
426,san dionisio ocotepec,16.8,-96.4,14.1,83,14,2.84,MX,1707790876
427,el tigre,8.8875,-64.2454,26.47,57,94,7.16,VE,1707790876
428,san miguel de cauri,-10.1,-76.5833,9.63,93,100,1.74,PE,1707790876
429,ivdel',60.6911,60.4206,-13.23,96,100,0.89,RU,1707790876
430,ardestan,33.3761,52.3694,8.89,28,3,1.61,IR,1707790876
431,zhumysker,49.3333,49.4,1.3,100,100,3.55,KZ,1707790876
432,ruza,55.699,36.1952,-2.76,95,100,2.93,RU,1707790876
433,turabah,21.2141,41.6331,15.15,37,0,7.03,SA,1707790876
434,nakamura,32.9833,132.9333,15.33,55,65,2.87,JP,1707790876
435,garissa,-0.4536,39.6401,25.66,77,4,2.97,KE,1707790877
436,jaru,-10.4389,-62.4664,23.25,99,100,1.94,BR,1707790877
437,bubaque,11.2833,-15.8333,26.58,69,0,5.34,GW,1707790877
438,zarghun shahr,32.8473,68.4457,1.02,43,6,2.76,AF,1707790877
439,uchkeken,43.9378,42.5117,9.17,40,100,2.02,RU,1707790877
440,touros,-5.1989,-35.4608,27.33,80,95,5.82,BR,1707790877
441,mocajuba,-2.5842,-49.5072,24.3,98,100,1.34,BR,1707790877
442,twin falls,42.3505,-114.6445,2.18,69,0,0.0,US,1707790877
443,karratha,-20.7377,116.8463,26.74,83,0,3.75,AU,1707790877
444,pimenta bueno,-11.6725,-61.1936,22.74,98,100,0.4,BR,1707790728
445,motueka,-41.1333,173.0167,22.83,59,30,3.73,NZ,1707790877
446,alice springs,-23.7,133.8833,33.75,33,1,2.57,AU,1707790878
447,san rafael del sur,11.8485,-86.4384,27.54,68,99,1.98,NI,1707790878
448,madalena,41.2162,-8.3345,13.32,97,100,1.49,PT,1707790878
449,saint-philippe,-21.3585,55.7679,24.77,87,78,4.75,RE,1707790878
450,naze,28.3667,129.4833,17.51,58,41,4.67,JP,1707790878
451,mek'ele,13.4967,39.4753,15.23,48,4,0.77,ET,1707790878
452,lodwar,3.1191,35.5973,30.28,35,73,5.45,KE,1707790878
453,morehead city,34.7229,-76.726,16.01,90,100,4.63,US,1707790642
454,kavaratti,10.5669,72.642,27.72,66,23,2.97,IN,1707790878
455,island harbour,50.724,-1.2758,7.74,83,98,0.89,GB,1707790879
456,sheridan,44.8333,-106.9173,3.34,67,100,3.09,US,1707790718
457,banda aceh,5.5577,95.3222,27.17,76,32,6.45,ID,1707790879
458,uyovu,-3.2833,31.5258,18.67,96,100,1.47,TZ,1707790879
459,memari,23.2,88.1167,20.78,37,66,1.43,IN,1707790879
460,vallenar,-28.5708,-70.7581,18.11,62,76,1.68,CL,1707790879
461,walterboro,32.9052,-80.6668,16.11,100,100,3.09,US,1707790880
462,al badari,26.9926,31.4155,12.08,26,3,3.2,EG,1707790880
463,kirensk,57.7853,108.1119,-14.11,89,100,4.75,RU,1707790598
464,cruzeiro do sul,-29.5128,-51.9853,26.16,88,100,1.24,BR,1707790880
465,shuangcheng,45.35,126.2833,2.82,88,0,9.0,CN,1707790880
466,quellon,-43.1167,-73.6167,9.92,80,68,3.41,CL,1707790644
467,san fernando,15.0286,120.6898,27.85,48,4,4.93,PH,1707790880
468,quechultenango,17.4167,-99.2167,20.03,82,0,2.4,MX,1707790881
469,n'dalatando,-9.2978,14.9116,20.18,100,100,0.47,AO,1707790881
470,envira,-7.3,-70.2167,22.5,99,80,0.53,BR,1707790881
471,panaba,21.2833,-88.2667,22.79,93,19,4.86,MX,1707790881
472,sokoni,-6.4333,39.55,27.01,83,100,3.38,TZ,1707790881
473,bereket,39.2446,55.5154,11.24,43,13,3.5,TM,1707790882
474,gurupi,-11.7292,-49.0686,23.03,91,96,2.81,BR,1707790882
475,fortuna,40.5982,-124.1573,11.48,91,100,0.0,US,1707790882
476,suva,-18.1416,178.4415,29.71,79,75,2.57,FJ,1707790882
477,katsuura,35.1333,140.3,13.53,62,3,11.32,JP,1707790882
478,country club estates,31.2127,-81.4643,20.03,96,100,5.14,US,1707790883
479,nadi,-17.8,177.4167,31.0,79,75,5.14,FJ,1707790724
480,brandon,27.9378,-82.2859,24.18,94,100,8.75,US,1707790883
481,ketchikan,55.3422,-131.6461,5.99,81,0,2.06,US,1707790883
482,diamantino,-14.4086,-56.4461,21.68,98,77,2.06,BR,1707790883
483,kutoarjo,-7.7169,109.9128,29.55,70,9,1.33,ID,1707790884
484,humaita,-7.5061,-63.0208,24.0,98,100,1.21,BR,1707790884
485,vilyuysk,63.7553,121.6247,-27.83,94,100,3.01,RU,1707790884
486,talavera,15.6167,120.9333,27.61,42,9,2.86,PH,1707790884
487,fayroz koh,34.5195,65.2509,-5.83,56,0,3.52,AF,1707790885
488,labrador city,52.9463,-66.9114,-12.05,84,100,2.06,CA,1707790885
489,cide,41.8921,33.0044,13.59,61,100,4.61,TR,1707790885
490,kani keli,-12.9536,45.1033,27.59,77,96,5.07,YT,1707790885
491,jackson,42.4165,-122.8345,10.47,69,100,0.74,US,1707790861
492,illizi,26.4833,8.4667,14.89,33,0,2.76,DZ,1707790885
493,kawm umbu,24.4767,32.9463,16.91,36,0,0.7,EG,1707790886
494,kargasok,59.0556,80.8572,-22.27,97,99,3.67,RU,1707790886
495,vallo della lucania,40.2297,15.2658,4.75,93,76,1.06,IT,1707790886
496,cooma,-36.2333,149.1333,28.8,27,0,5.51,AU,1707790886
497,nangomba,-10.9,38.5,22.4,94,100,1.04,TZ,1707790887
498,jacksonville,30.3322,-81.6556,21.68,94,75,5.14,US,1707790775
499,mandalgovi,45.7625,106.2708,-10.02,75,100,5.89,MN,1707790887
500,ghat,24.9647,10.1728,15.39,37,0,1.25,LY,1707790887
501,ottawa,45.4112,-75.6981,-0.57,67,20,1.54,CA,1707790764
502,horta,38.5333,-28.6333,17.23,89,51,11.18,PT,1707790887
503,jalai nur,49.45,117.7,-11.87,86,10,8.28,CN,1707790887
504,urengoy,65.9667,78.3667,-35.55,95,12,3.26,RU,1707790887
505,alesund,62.4723,6.1549,4.63,68,75,4.12,NO,1707790888
506,laguilayan,6.6525,124.5211,28.39,63,100,2.09,PH,1707790888
507,mendefera,14.8872,38.8153,14.36,36,20,0.55,ER,1707790888
508,qui nhon,13.7667,109.2333,22.35,81,76,3.84,VN,1707790888
509,grosse ile,42.1292,-83.1444,1.1,77,0,2.57,US,1707790888
510,queenstown,-31.8976,26.8753,16.25,78,0,0.55,ZA,1707790888
511,passy,45.9203,6.6877,-0.01,90,85,1.78,FR,1707790888
512,san patricio,28.017,-97.5169,15.92,51,0,2.85,US,1707790888
513,kalmunai,7.4167,81.8167,25.88,85,60,3.72,LK,1707790889
514,kikwit,-5.041,18.8162,23.96,79,46,1.23,CD,1707790889
515,guixi,28.2886,117.2133,14.93,61,86,2.24,CN,1707790889
516,baganga,7.5739,126.56,26.38,80,100,4.25,PH,1707790889
517,northam,51.0333,-4.2167,5.92,85,97,4.75,GB,1707790889
518,motygino,58.1831,94.7592,-18.71,93,100,4.19,RU,1707790889
519,weno,7.4515,151.8468,29.97,66,40,6.17,FM,1707790890
520,al qadarif,14.0349,35.3834,23.22,24,100,3.77,SD,1707790890
521,malangali,-8.5667,34.85,17.26,96,100,1.24,TZ,1707790890
522,bayganin,48.6947,55.8742,-0.81,95,100,5.82,KZ,1707790890
523,revda,56.801,59.9303,-9.91,88,100,2.6,RU,1707790890
524,quepos,9.4236,-84.1652,26.68,79,63,0.73,CR,1707790890
525,al ghayzah,16.2079,52.176,22.18,86,32,2.6,YE,1707790890
526,bahia de caraquez,-0.6,-80.4167,27.1,89,100,2.99,EC,1707790891
527,la'ie,21.6477,-157.9253,27.98,59,9,1.79,US,1707790891
528,papao,-17.75,-149.55,27.82,87,100,14.78,PF,1707790891
529,lampasas,31.2168,-98.2336,9.65,68,0,2.06,US,1707790805
530,rosalie,15.3667,-61.2667,24.85,82,51,5.68,DM,1707790891
531,isoka,-10.1606,32.6335,17.39,99,100,0.52,ZM,1707790891
532,sault ste. marie,46.5168,-84.3333,-1.69,100,40,4.12,CA,1707790714
533,ust'-uda,54.1742,103.0304,-12.53,85,100,4.63,RU,1707790891
534,boguchany,58.3814,97.4531,-17.57,88,100,4.22,RU,1707790891
535,labuan,5.2767,115.2417,29.2,79,20,2.57,MY,1707790892
536,novhorod-sivers'kyy,52.0058,33.2615,2.02,100,100,1.98,UA,1707790892
537,tangalle,6.024,80.7911,24.6,79,77,4.36,LK,1707790892
538,edson,53.5835,-116.4356,0.08,37,40,5.14,CA,1707790892
539,mahibadhoo,3.7833,72.9667,27.94,78,100,6.7,MV,1707790892
540,joshimath,30.5667,79.5667,4.26,65,100,3.84,IN,1707790892
541,pastor ortiz,20.3039,-101.5936,16.94,29,100,1.18,MX,1707790892
542,changji,44.0167,87.3167,-4.56,80,75,3.0,CN,1707790892
543,sarangani,5.4033,125.4636,27.69,70,36,3.14,PH,1707790892
544,nizhneudinsk,54.9076,99.0276,-15.75,71,100,4.27,RU,1707790892
545,cannonvale,-20.2833,148.7,29.66,67,12,5.58,AU,1707790892
546,visby,57.6409,18.296,1.13,100,100,1.54,SE,1707790893
547,pandan,14.0453,124.1694,25.13,86,100,8.86,PH,1707790893
548,ladozhskaya,45.3081,39.935,10.36,55,100,1.89,RU,1707790893
549,olinda,-8.0089,-34.8553,27.85,83,40,6.17,BR,1707790893
550,itoman,26.1247,127.6694,23.43,40,20,6.17,JP,1707790893
551,genteng,-8.3667,114.15,29.86,62,75,1.0,ID,1707790893
552,vila velha,-20.3297,-40.2925,25.97,93,0,2.06,BR,1707790893
553,san julian,21.0167,-102.1667,15.86,30,100,7.55,MX,1707790893
554,ubari,26.5921,12.7805,14.7,44,0,3.65,LY,1707790893
555,pitimbu,-7.4706,-34.8086,26.33,81,56,4.65,BR,1707790893
556,guarapari,-20.6667,-40.4975,25.5,93,36,4.46,BR,1707790817
557,chengde,40.9725,117.9361,4.58,43,0,1.28,CN,1707790638
558,tamandare,-8.7597,-35.1047,24.96,91,91,1.15,BR,1707790893
